method,mean_tau,std_tau,median_tau,p10_tau,p25_tau,p75_tau,p90_tau,n_obs
X-Learner Causal Forest,-0.32076622278035033,0.20554340972812646,-0.31067630467538465,-0.578632825852034,-0.4388318763910615,-0.19414850766914807,-0.0877073577266758,30000
