product,category,rev_growth,firms_growth,mean_rev_growth,rev_2013_M,rev_2018_M
fruits_veg,FAILURE,81.09613351659655,-6.856839974943382,94.4277319643005,907.4332015760001,1643.3264423
dairy,FAILURE,74.55281346312242,-3.38365434669443,80.66592384841498,590.205017,1030.219462374
fish,MIXED,126.95420032559481,14.964639321074966,97.41217966313425,302.538807054,686.624530224
meat_beef,MIXED,116.91696769809742,83.15629742033383,18.43271061561409,153.781561,333.578299
meat_pork,SUCCESS,118.02720013279635,-20.321931589537222,173.63514764141362,177.161488,386.260232
meat_poultry,SUCCESS,71.69405009060141,-1.403061224489796,74.13730306731114,375.413061,644.561889
